EpochTime,PolarStrap.BeatSpacing
1350279875.11,0.864
1350279875.989,0.879
1350279876.854,0.864
1350279877.7,0.847
1350279878.54,0.84
1350279879.394,0.854
1350279880.238,0.845
1350279881.086,0.848
1350279881.911,0.825
1350279882.727,0.815
1350279883.566,0.839
1350279884.405,0.84
1350279885.224,0.818
1350279886.028,0.805
1350279886.864,0.836
1350279887.709,0.845
1350279888.564,0.854
1350279889.422,0.858
1350279890.262,0.84
1350279891.087,0.825
1350279891.937,0.85
1350279892.787,0.851
1350279893.652,0.865
1350279894.497,0.845
1350279895.327,0.83
1350279896.177,0.85
1350279897.045,0.868
1350279897.913,0.868
1350279898.762,0.849
1350279899.607,0.846
1350279900.463,0.855
1350279901.338,0.875
1350279902.219,0.881
1350279903.07,0.852
1350279903.912,0.842
1350279904.773,0.86
1350279905.648,0.875
1350279906.517,0.869
1350279907.367,0.851
1350279908.197,0.83
1350279909.057,0.859
1350279909.91,0.854
1350279910.774,0.863
1350279911.611,0.838
1350279912.438,0.826
1350279913.289,0.852
1350279914.171,0.882
1350279915.048,0.877
1350279915.896,0.848
1350279916.729,0.833
1350279917.585,0.856
1350279918.477,0.892
1350279919.351,0.874
1350279920.201,0.851
1350279921.033,0.832
1350279921.859,0.826
1350279922.71,0.851
1350279923.539,0.829
1350279924.334,0.795
1350279925.107,0.773
1350279925.879,0.771
1350279926.686,0.807
1350279927.535,0.85
1350279928.377,0.842
1350279929.225,0.848
1350279930.117,0.893
1350279931.014,0.896
1350279931.91,0.896
1350279932.764,0.854
1350279933.609,0.846
1350279934.49,0.881
1350279935.394,0.903
1350279936.289,0.896
1350279937.149,0.859
1350279937.982,0.833
1350279938.857,0.876
1350279939.747,0.89
1350279940.64,0.893
1350279941.503,0.863
1350279942.351,0.848
1350279943.211,0.86
1350279944.083,0.872
1350279944.968,0.885
1350279945.838,0.87
1350279946.691,0.853
1350279947.532,0.842
1350279948.404,0.872
1350279949.277,0.873
1350279950.145,0.867
1350279950.975,0.83
1350279951.796,0.821
1350279952.65,0.854
1350279953.5,0.85
1350279954.352,0.852
1350279955.198,0.847
1350279956.033,0.835
1350279956.882,0.849
1350279957.747,0.865
1350279958.608,0.861
1350279959.462,0.854
1350279960.347,0.885
1350279961.245,0.898
1350279962.144,0.898
1350279963.012,0.868
1350279963.879,0.867
1350279964.77,0.891
1350279965.67,0.9
1350279966.57,0.9
1350279967.437,0.866
1350279968.291,0.854
1350279969.17,0.879
1350279970.063,0.893
1350279970.97,0.907
1350279971.837,0.867
1350279972.665,0.828
1350279973.519,0.854
1350279974.394,0.875
1350279975.295,0.901
1350279976.196,0.901
1350279977.074,0.878
1350279977.929,0.854
1350279978.808,0.879
1350279979.713,0.905
1350279980.641,0.928
1350279981.551,0.91
1350279982.423,0.872
1350279983.282,0.859
1350279984.174,0.892
1350279985.071,0.897
1350279985.985,0.914
1350279986.935,0.949
1350279987.816,0.882
1350279988.674,0.857
1350279989.562,0.888
1350279990.46,0.898
1350279991.343,0.883
1350279992.223,0.88
1350279993.091,0.868
1350279993.987,0.896
1350279994.877,0.89
1350279995.788,0.911
1350279996.69,0.901
1350279997.562,0.872
1350279998.426,0.864
1350279999.301,0.875
1350280000.184,0.883
1350280001.031,0.848
1350280001.856,0.824
1350280002.704,0.849
1350280003.562,0.857
1350280004.394,0.832
1350280005.203,0.81
1350280006.024,0.82
1350280006.892,0.868
1350280007.787,0.896
1350280008.667,0.88
1350280009.556,0.889
1350280010.399,0.844
1350280011.253,0.854
1350280012.111,0.858
1350280012.973,0.861
1350280013.79,0.817
1350280014.589,0.799
1350280015.399,0.81
1350280016.214,0.815
1350280017.041,0.827
1350280017.87,0.829
1350280018.69,0.819
1350280019.551,0.861
1350280020.438,0.887
1350280021.302,0.864
1350280022.166,0.864
1350280023.012,0.846
1350280023.841,0.829
1350280024.707,0.866
1350280025.594,0.887
1350280026.48,0.886
1350280027.341,0.861
1350280028.176,0.835
1350280029.054,0.878
1350280029.964,0.91
1350280030.88,0.916
1350280031.776,0.896
1350280032.678,0.901
1350280033.561,0.883
1350280034.502,0.941
1350280035.427,0.925
1350280036.352,0.925
1350280037.238,0.887
1350280038.105,0.866
1350280039.01,0.905
1350280039.916,0.906
1350280040.824,0.908
1350280041.731,0.906
1350280042.615,0.885
1350280043.48,0.864
1350280044.374,0.895
1350280045.28,0.906
1350280046.192,0.912
1350280047.093,0.9
1350280047.962,0.869
1350280048.817,0.855
1350280049.703,0.886
1350280050.576,0.873
1350280051.457,0.881
1350280052.34,0.883
1350280053.205,0.865
1350280054.083,0.878
1350280054.969,0.886
1350280055.857,0.888
1350280056.731,0.874
1350280057.576,0.846
1350280058.412,0.836
1350280059.267,0.854
1350280060.117,0.851
1350280060.95,0.833
1350280061.774,0.823
1350280062.606,0.832
1350280063.456,0.851
1350280064.332,0.876
1350280065.178,0.846
1350280066.018,0.84
1350280066.887,0.869
1350280067.753,0.866
1350280068.635,0.882
1350280069.503,0.868
1350280070.338,0.835
1350280071.174,0.836
1350280072.048,0.874
1350280072.942,0.895
1350280073.845,0.902
1350280074.767,0.922
1350280075.649,0.883
1350280076.547,0.897
1350280077.501,0.954
1350280078.468,0.967
1350280079.394,0.926
1350280080.271,0.877
1350280081.171,0.9
1350280082.085,0.914
1350280082.989,0.904
1350280083.872,0.883
1350280084.727,0.854
1350280085.553,0.826
1350280086.36,0.808
1350280087.151,0.791
1350280087.932,0.78
1350280088.758,0.826
1350280089.586,0.828
1350280090.402,0.816
1350280091.282,0.88
1350280092.21,0.928
1350280093.15,0.94
1350280094.051,0.9
1350280094.921,0.87
1350280095.82,0.899
1350280096.743,0.923
1350280097.677,0.934
1350280098.589,0.912
1350280099.479,0.89
1350280100.399,0.921
1350280101.359,0.96
1350280102.274,0.914
1350280103.167,0.894
1350280104.047,0.88
1350280104.942,0.896
1350280105.859,0.917
1350280106.805,0.945
1350280107.725,0.92
1350280108.622,0.897
1350280109.513,0.891
1350280110.426,0.913
1350280111.348,0.922
1350280112.256,0.908
1350280113.136,0.88
1350280113.985,0.85
1350280114.832,0.847
1350280115.712,0.88
1350280116.619,0.907
1350280117.537,0.918
1350280118.447,0.91
1350280119.309,0.861
1350280120.183,0.874
1350280121.064,0.881
1350280121.962,0.898
1350280122.835,0.873
1350280123.684,0.849
1350280124.519,0.835
1350280125.378,0.859
1350280126.243,0.865
1350280127.122,0.879
1350280127.987,0.865
1350280128.841,0.854
1350280129.759,0.918
1350280130.715,0.956
1350280131.661,0.946
1350280132.617,0.956
1350280133.53,0.913
1350280134.396,0.865
1350280135.277,0.882
1350280136.159,0.882
1350280137.035,0.876
1350280137.916,0.881
1350280138.8,0.884
1350280139.692,0.893
1350280140.614,0.922
1350280141.561,0.946
1350280142.494,0.934
1350280143.4,0.906
1350280144.276,0.876
1350280145.151,0.875
1350280146.05,0.898
1350280146.968,0.918
1350280147.918,0.95
1350280148.855,0.937
1350280149.755,0.9
1350280150.675,0.92
1350280151.625,0.95
1350280152.577,0.952
1350280153.523,0.945
1350280154.422,0.899
1350280155.289,0.867
1350280156.184,0.895
1350280157.089,0.905
1350280158.008,0.919
1350280158.897,0.889
1350280159.768,0.871
1350280160.667,0.899
1350280161.581,0.914
1350280162.489,0.908
1350280163.379,0.89
1350280164.256,0.877
1350280165.155,0.899
1350280166.1,0.944
1350280167.026,0.927
1350280167.878,0.852
1350280168.704,0.826
1350280169.518,0.813
1350280170.303,0.785
1350280171.086,0.783
1350280171.94,0.854
1350280172.848,0.908
1350280173.781,0.934
1350280174.684,0.902
1350280175.564,0.88
1350280176.491,0.928
1350280177.434,0.942
1350280178.364,0.931
1350280179.264,0.899
1350280180.12,0.856
1350280180.984,0.864
1350280181.868,0.884
1350280182.773,0.904
1350280183.649,0.876
1350280184.548,0.899
1350280185.471,0.923
1350280186.418,0.947
1350280187.34,0.922
1350280188.239,0.899
1350280189.172,0.933
1350280190.124,0.952
1350280191.046,0.922
1350280191.941,0.896
1350280192.857,0.915
1350280193.804,0.947
1350280194.755,0.951
1350280195.674,0.919
1350280196.55,0.876
1350280197.438,0.888
1350280198.356,0.918
1350280199.261,0.905
1350280200.155,0.895
1350280201.033,0.878
1350280201.884,0.851
1350280202.749,0.865
1350280203.639,0.89
1350280204.558,0.919
1350280205.476,0.918
1350280206.375,0.899
1350280207.26,0.885
1350280208.154,0.895
1350280209.068,0.914
1350280209.976,0.907
1350280210.857,0.882
1350280211.727,0.869
1350280212.624,0.897
1350280213.529,0.905
1350280214.426,0.896
1350280215.3,0.874
1350280216.172,0.872
1350280217.066,0.895
1350280217.988,0.922
1350280218.919,0.931
1350280219.826,0.907
1350280220.691,0.865
1350280221.56,0.868
1350280222.425,0.865
1350280223.293,0.868
1350280224.139,0.846
1350280224.967,0.828
1350280225.819,0.853
1350280226.693,0.874
1350280227.575,0.882
1350280228.429,0.854
1350280229.277,0.849
1350280230.115,0.838
1350280230.997,0.882
1350280231.919,0.922
1350280232.837,0.918
1350280233.738,0.901
1350280234.598,0.859
1350280235.486,0.889
1350280236.41,0.924
1350280237.322,0.912
1350280238.232,0.909
1350280239.12,0.889
1350280240.024,0.904
1350280240.962,0.938
1350280241.913,0.951
1350280242.796,0.883
1350280243.653,0.857
1350280244.544,0.891
1350280245.442,0.898
1350280246.362,0.92
1350280247.25,0.888
1350280248.116,0.866
1350280249.009,0.893
1350280249.93,0.921
1350280250.882,0.952
1350280251.776,0.895
1350280252.671,0.895
1350280253.519,0.848
1350280254.41,0.892
1350280255.307,0.896
1350280256.203,0.896
1350280257.063,0.859
1350280257.907,0.845
1350280258.792,0.885
1350280259.688,0.896
1350280260.616,0.929
1350280261.551,0.935
1350280262.474,0.923
1350280263.367,0.894
1350280264.265,0.897
1350280265.158,0.894
1350280266.076,0.918
1350280266.971,0.895
1350280267.842,0.871
1350280268.756,0.914
1350280269.734,0.979
1350280270.723,0.988
1350280271.682,0.959
1350280272.616,0.935
1350280273.579,0.963
1350280274.548,0.969
1350280275.495,0.947
1350280276.424,0.929
1350280277.303,0.879
1350280278.223,0.92
1350280279.183,0.96
1350280280.145,0.962
1350280281.081,0.937
1350280282.025,0.944
1350280282.991,0.966
1350280283.946,0.955
1350280284.885,0.938
1350280285.784,0.899
1350280286.644,0.859
1350280287.512,0.868
1350280288.402,0.891
1350280289.297,0.895
1350280290.153,0.856
1350280290.996,0.843
1350280291.857,0.86
1350280292.744,0.888
1350280293.647,0.902
1350280294.539,0.893
1350280295.402,0.863
1350280296.26,0.857
1350280297.145,0.885
1350280298.095,0.95
1350280299.065,0.97
1350280299.982,0.918
1350280300.881,0.898
1350280301.794,0.913
1350280302.747,0.953
1350280303.719,0.972
1350280304.697,0.979
1350280305.625,0.928
1350280306.523,0.897
1350280307.463,0.94
1350280308.425,0.962
1350280309.374,0.949
1350280310.314,0.939
1350280311.191,0.877
1350280312.102,0.911
1350280313.024,0.923
1350280313.94,0.915
1350280314.823,0.884
1350280315.707,0.884
1350280316.647,0.939
1350280317.572,0.926
1350280318.508,0.936
1350280319.431,0.923
1350280320.358,0.928
1350280321.274,0.915
1350280322.204,0.931
1350280323.171,0.967
1350280324.12,0.949
1350280325.054,0.934
1350280325.999,0.945
1350280326.943,0.944
1350280327.85,0.906
1350280328.727,0.877
1350280329.586,0.859
1350280330.48,0.894
1350280331.376,0.896
1350280332.266,0.89
1350280333.151,0.886
1350280334.053,0.901
1350280335.016,0.963
1350280335.985,0.97
1350280336.932,0.946
1350280337.838,0.906
1350280338.714,0.876
1350280339.611,0.897
1350280340.56,0.948
1350280341.498,0.938
1350280342.399,0.9
1350280343.291,0.893
1350280344.205,0.914
1350280345.156,0.951
1350280346.117,0.961
1350280347.064,0.946
1350280347.997,0.934
1350280349.012,1.015
1350280349.978,0.966
1350280350.934,0.956
1350280351.853,0.919
1350280352.751,0.898
1350280353.703,0.952
1350280354.657,0.954
1350280355.61,0.953
1350280356.533,0.923
1350280357.438,0.904
1350280358.352,0.914
1350280359.262,0.91
1350280360.162,0.9
1350280361.019,0.856
1350280361.907,0.889
1350280362.838,0.931
1350280363.78,0.942
1350280364.706,0.926
1350280365.615,0.909
1350280366.505,0.89
1350280367.43,0.925
1350280368.371,0.941
1350280369.298,0.927
1350280370.204,0.906
1350280371.072,0.868
1350280371.964,0.892
1350280372.885,0.921
1350280373.812,0.927
1350280374.704,0.893
1350280375.579,0.875
1350280376.432,0.853
1350280377.333,0.901
1350280378.269,0.936
1350280379.242,0.974
1350280380.189,0.946
1350280381.091,0.902
1350280381.99,0.899
1350280382.928,0.938
1350280383.854,0.926
1350280384.769,0.915
1350280385.66,0.892
1350280386.512,0.852
1350280387.388,0.876
1350280388.295,0.907
1350280389.209,0.914
1350280390.094,0.885
1350280390.987,0.894
1350280391.876,0.889
1350280392.793,0.917
1350280393.693,0.9
1350280394.559,0.865
1350280395.435,0.876
1350280396.305,0.87
1350280397.146,0.841
1350280397.941,0.796
1350280398.711,0.77
1350280399.48,0.769
1350280400.244,0.765
1350280401.018,0.773
1350280401.784,0.767
1350280402.572,0.788
1350280403.389,0.816
1350280404.196,0.808
1350280404.992,0.796
1350280405.847,0.854
1350280406.753,0.906
1350280407.673,0.92
1350280408.547,0.874
1350280409.395,0.848
1350280410.275,0.881
1350280411.198,0.923
1350280412.133,0.935
1350280413.062,0.929
1350280413.971,0.909
1350280414.878,0.907
1350280415.827,0.949
1350280416.77,0.942
1350280417.625,0.855
1350280418.431,0.806
1350280419.234,0.804
1350280420.031,0.797
1350280420.815,0.783
1350280421.571,0.757
1350280422.345,0.773
1350280423.201,0.856
1350280424.127,0.926
1350280425.066,0.939
1350280426.017,0.95
1350280426.954,0.938
1350280427.915,0.961
1350280428.938,1.022
1350280429.924,0.986
1350280430.882,0.958
1350280431.823,0.941
1350280432.784,0.961
1350280433.753,0.969
1350280434.718,0.965
1350280435.669,0.951
1350280436.597,0.928
1350280437.517,0.92
1350280438.47,0.953
1350280439.433,0.963
1350280440.374,0.941
1350280441.301,0.927
1350280442.23,0.929
1350280443.136,0.906
1350280444.057,0.921
1350280444.982,0.926
1350280445.899,0.916
1350280446.803,0.904
1350280447.732,0.93
1350280448.685,0.952
1350280449.629,0.944
1350280450.554,0.925
1350280451.478,0.924
1350280452.424,0.946
1350280453.366,0.942
1350280454.303,0.937
1350280455.225,0.922
1350280456.136,0.911
1350280457.029,0.894
1350280457.943,0.914
1350280458.868,0.925
1350280459.775,0.907
1350280460.695,0.92
1350280461.577,0.882
1350280462.468,0.891
1350280463.378,0.91
1350280464.299,0.921
1350280465.223,0.924
1350280466.158,0.936
1350280467.083,0.925
1350280468.037,0.954
1350280468.99,0.953
1350280469.949,0.959
1350280470.877,0.928
1350280471.782,0.905
1350280472.721,0.938
1350280473.676,0.955
1350280474.613,0.938
1350280475.524,0.91
1350280476.404,0.881
1350280477.323,0.919
1350280478.246,0.923
1350280479.169,0.923
1350280480.079,0.91
1350280480.981,0.901
1350280481.893,0.912
1350280482.818,0.926
1350280483.779,0.961
1350280484.7,0.921
1350280485.598,0.897
1350280486.491,0.894
1350280487.422,0.931
1350280488.377,0.955
1350280489.326,0.949
1350280490.236,0.91
1350280491.124,0.888
1350280492.042,0.918
1350280493.003,0.961
1350280493.942,0.939
1350280494.859,0.917
1350280495.759,0.899
1350280496.661,0.902
1350280497.563,0.901
1350280498.466,0.903
1350280499.362,0.896
1350280500.229,0.866
1350280501.107,0.878
1350280502.007,0.9
1350280502.921,0.914
1350280503.84,0.919
1350280504.757,0.917
1350280505.675,0.918
1350280506.585,0.91
1350280507.515,0.93
1350280508.469,0.954
1350280509.401,0.933
1350280510.296,0.895
1350280511.21,0.914
1350280512.149,0.938
1350280513.093,0.944
1350280514.016,0.923
1350280514.935,0.919
1350280515.837,0.902
1350280516.746,0.909
1350280517.654,0.908
1350280518.556,0.901
1350280519.46,0.904
1350280520.369,0.909
1350280521.297,0.928
1350280522.218,0.921
1350280523.128,0.91
1350280524.026,0.898
1350280524.894,0.867
1350280525.813,0.919
1350280526.746,0.934
1350280527.667,0.921
1350280528.559,0.892
1350280529.418,0.859
1350280530.303,0.885
1350280531.228,0.925
1350280532.126,0.898
1350280533.024,0.898
1350280533.885,0.86
1350280534.757,0.872
1350280535.68,0.923
1350280536.643,0.963
1350280537.575,0.933
1350280538.456,0.881
1350280539.377,0.921
1350280540.328,0.951
1350280541.293,0.965
1350280542.203,0.91
1350280543.08,0.877
1350280543.988,0.908
1350280544.92,0.932
1350280545.844,0.924
1350280546.752,0.908
1350280547.637,0.885
1350280548.559,0.922
1350280549.502,0.943
1350280550.434,0.932
1350280551.328,0.895
1350280552.202,0.874
1350280553.128,0.926
1350280554.073,0.945
1350280555.037,0.964
1350280555.974,0.937
1350280556.868,0.895
1350280557.783,0.915
1350280558.741,0.958
1350280559.727,0.985
1350280560.663,0.937
1350280561.561,0.897
1350280562.448,0.888
1350280563.373,0.925
1350280564.283,0.91
1350280565.165,0.882
1350280566.055,0.89
1350280567.004,0.949
1350280567.952,0.948
1350280568.889,0.937
1350280569.813,0.924
1350280570.691,0.879
1350280571.595,0.903
1350280572.482,0.888
1350280573.351,0.868
1350280574.203,0.853
1350280575.089,0.886
1350280575.981,0.892
1350280576.879,0.898
1350280577.778,0.899
1350280578.682,0.903
1350280579.623,0.941
1350280580.598,0.975
1350280581.566,0.968
1350280582.508,0.942
1350280583.418,0.91
1350280584.359,0.941
1350280585.34,0.98
1350280586.278,0.938
1350280587.177,0.898
1350280588.036,0.859
1350280588.925,0.889
1350280589.835,0.91
1350280590.762,0.927
1350280591.689,0.927
1350280592.58,0.892
1350280593.453,0.873
1350280594.35,0.896
1350280595.261,0.911
1350280596.144,0.883
1350280596.998,0.854
1350280597.839,0.841
1350280598.742,0.903
1350280599.648,0.905
1350280600.542,0.895
1350280601.437,0.895
1350280602.401,0.965
1350280603.315,0.913
1350280604.215,0.9
1350280605.105,0.89
1350280606.014,0.909
1350280606.936,0.922
1350280607.816,0.881
1350280608.681,0.864
1350280609.604,0.923
1350280610.542,0.938
1350280611.46,0.918
1350280612.361,0.901
1350280613.255,0.894
1350280614.167,0.912
1350280615.096,0.929
1350280616.056,0.96
1350280616.98,0.924
1350280617.881,0.901
1350280618.822,0.941
1350280619.785,0.963
1350280620.764,0.979
1350280621.677,0.913
1350280622.544,0.867
1350280623.449,0.905
1350280624.379,0.93
1350280625.333,0.954
1350280626.255,0.922
1350280627.164,0.909
1350280628.138,0.974
1350280629.098,0.96
1350280630.03,0.933
1350280630.875,0.845
1350280631.662,0.787
1350280632.438,0.775
1350280633.215,0.777
1350280633.992,0.777
1350280634.757,0.765
1350280635.499,0.742
1350280636.261,0.762
1350280637.077,0.816
1350280637.941,0.863
1350280638.798,0.857
1350280639.617,0.819
1350280640.419,0.802
1350280641.267,0.848
1350280642.157,0.891
1350280643.073,0.916
1350280643.934,0.86
1350280644.775,0.842
1350280645.667,0.892
1350280646.614,0.947
1350280647.56,0.945
1350280648.47,0.91
1350280649.371,0.901
1350280650.276,0.905
1350280651.193,0.917
1350280652.113,0.92
1350280653.028,0.915
1350280653.926,0.897
1350280654.875,0.949
1350280655.846,0.971
1350280656.768,0.922
1350280657.677,0.909
1350280658.59,0.913
1350280659.537,0.947
1350280660.483,0.946
1350280661.403,0.92
1350280662.309,0.905
1350280663.242,0.934
1350280664.186,0.943
1350280665.116,0.931
1350280666.03,0.914
1350280666.918,0.888
1350280667.832,0.914
1350280668.767,0.935
1350280669.739,0.973
1350280670.668,0.929
1350280671.55,0.882
1350280672.407,0.857
1350280673.297,0.89
1350280674.194,0.897
1350280675.108,0.914
1350280675.998,0.89
1350280676.878,0.88
1350280677.777,0.899
1350280678.715,0.938
1350280679.648,0.933
1350280680.544,0.896
1350280681.395,0.851
1350280682.26,0.865
1350280683.149,0.89
1350280684.086,0.937
1350280685.034,0.948
1350280685.946,0.912
1350280686.843,0.896
1350280687.738,0.896
1350280688.645,0.906
1350280689.515,0.87
1350280690.356,0.841
1350280691.235,0.88
1350280692.137,0.901
1350280693.022,0.885
1350280693.903,0.882
1350280694.814,0.91
1350280695.711,0.897
1350280696.602,0.891
1350280697.477,0.875
1350280698.405,0.929
1350280699.325,0.92
1350280700.262,0.937
1350280701.161,0.899
1350280702.05,0.889
1350280703.005,0.955
1350280703.952,0.947
1350280704.904,0.952
1350280705.84,0.936
1350280706.753,0.913
1350280707.73,0.977
1350280708.656,0.927
1350280709.573,0.917
1350280710.458,0.885
1350280711.327,0.869
1350280712.249,0.922
1350280713.211,0.962
1350280714.156,0.945
1350280715.066,0.91
1350280715.968,0.901
1350280716.899,0.931
1350280717.843,0.944
1350280718.78,0.938
1350280719.679,0.898
1350280720.557,0.878
1350280721.482,0.925
1350280722.39,0.908
1350280723.305,0.915
1350280724.164,0.859
1350280725.028,0.864
1350280725.909,0.881
1350280726.779,0.87
1350280727.65,0.871
1350280728.484,0.834
1350280729.356,0.871
1350280730.262,0.906
1350280731.18,0.918
1350280732.084,0.904
1350280732.968,0.884
1350280733.824,0.856
1350280734.711,0.887
1350280735.609,0.898
1350280736.515,0.905
1350280737.392,0.877
1350280738.256,0.864
1350280739.158,0.902
1350280740.103,0.944
1350280741.04,0.938
1350280741.97,0.93
1350280742.884,0.914
1350280743.798,0.914
1350280744.701,0.903
1350280745.604,0.902
1350280746.486,0.883
1350280747.341,0.854
1350280748.249,0.908
1350280749.174,0.925
1350280750.096,0.922
1350280750.993,0.897
1350280751.864,0.871
1350280752.758,0.894
1350280753.638,0.88
1350280754.52,0.882
1350280755.375,0.855
1350280756.22,0.845
1350280757.078,0.858
1350280757.946,0.868
1350280758.791,0.845
1350280759.643,0.852
1350280760.502,0.859
1350280761.368,0.866
1350280762.23,0.861
1350280763.104,0.874
1350280763.974,0.87
1350280764.863,0.89
1350280765.8,0.937
1350280766.725,0.925
1350280767.629,0.904
1350280768.567,0.938
1350280769.55,0.982
1350280770.506,0.956
1350280771.432,0.926
1350280772.316,0.884
1350280773.231,0.915
1350280774.192,0.962
1350280775.127,0.935
1350280776.032,0.905
1350280776.901,0.869
1350280777.79,0.889
1350280778.7,0.91
1350280779.603,0.902
1350280780.488,0.886
1350280781.367,0.879
1350280782.289,0.922
1350280783.241,0.952
1350280784.152,0.911
1350280785.029,0.877
1350280785.93,0.9
1350280786.87,0.94
1350280787.796,0.926
1350280788.657,0.861
1350280789.503,0.846
1350280790.386,0.883
1350280791.276,0.891
1350280792.171,0.895
1350280793.038,0.867
1350280793.943,0.905
1350280794.889,0.945
1350280795.815,0.926
1350280796.71,0.896
1350280797.615,0.905
1350280798.518,0.902
1350280799.429,0.911
1350280800.356,0.927
1350280801.265,0.909
1350280802.136,0.871
1350280803.062,0.926
1350280803.993,0.932
1350280804.946,0.953
1350280805.844,0.897
1350280806.714,0.87
1350280807.622,0.908
1350280808.537,0.915
1350280809.454,0.917
1350280810.359,0.905
1350280811.231,0.871
1350280812.113,0.883
1350280813.024,0.91
1350280813.938,0.914
1350280814.824,0.887
1350280815.676,0.852
1350280816.553,0.877
1350280817.467,0.914
1350280818.392,0.925
1350280819.297,0.905
1350280820.173,0.876
1350280821.099,0.926
1350280822.03,0.932
1350280822.965,0.935
1350280823.842,0.877
1350280824.72,0.878
1350280825.63,0.91
1350280826.559,0.929
1350280827.484,0.926
1350280828.374,0.89
1350280829.25,0.876
1350280830.183,0.933
1350280831.137,0.954
1350280832.105,0.968
1350280833.07,0.966
1350280833.969,0.898
1350280834.864,0.896
1350280835.815,0.95
1350280836.728,0.913
1350280837.618,0.891
1350280838.483,0.865
1350280839.401,0.918
1350280840.343,0.941
1350280841.267,0.924
1350280842.173,0.906
1350280843.064,0.891
1350280844.004,0.94
1350280844.951,0.947
1350280845.894,0.942
1350280846.785,0.892
1350280847.655,0.87
1350280848.549,0.894
1350280849.448,0.899
1350280850.369,0.921
1350280851.268,0.898
1350280852.146,0.878
1350280853.047,0.901
1350280853.98,0.933
1350280854.917,0.938
1350280855.806,0.889
1350280856.671,0.865
1350280857.542,0.871
1350280858.411,0.869
1350280859.294,0.883
1350280860.154,0.86
1350280860.991,0.837
1350280861.806,0.814
1350280862.655,0.85
1350280863.54,0.885
1350280864.474,0.934
1350280865.357,0.884
1350280866.237,0.88
1350280867.173,0.936
1350280868.114,0.941
1350280869.032,0.918
1350280869.933,0.9
1350280870.808,0.875
1350280871.709,0.901
1350280872.67,0.961
1350280873.613,0.943
1350280874.52,0.906
1350280875.421,0.901
1350280876.381,0.96
1350280877.323,0.942
1350280878.278,0.955
1350280879.202,0.924
1350280880.109,0.907
1350280881.061,0.951
1350280882.024,0.963
1350280882.963,0.939
1350280883.842,0.879
1350280884.728,0.886
1350280885.634,0.906
1350280886.595,0.961
1350280887.525,0.931
1350280888.42,0.895
1350280889.297,0.877
1350280890.235,0.938
1350280891.185,0.949
1350280892.127,0.942
1350280893.052,0.925
1350280893.974,0.922
1350280894.936,0.962
1350280895.913,0.978
1350280896.817,0.904
1350280897.679,0.861
1350280898.533,0.854
1350280899.4,0.867
1350280900.256,0.855
1350280901.094,0.838
1350280901.94,0.846
1350280902.836,0.896
1350280903.762,0.926
1350280904.676,0.914
1350280905.577,0.901
1350280906.499,0.922
1350280907.426,0.927
1350280908.361,0.936
1350280909.267,0.905
1350280910.144,0.877
1350280911.046,0.902
1350280911.959,0.913
1350280912.88,0.921
1350280913.839,0.959
1350280914.711,0.872
1350280915.548,0.837
1350280916.429,0.881
1350280917.307,0.878
1350280918.199,0.893
1350280919.071,0.872
1350280919.955,0.884
1350280920.869,0.914
1350280921.797,0.928
1350280922.742,0.945
1350280923.656,0.914
1350280924.554,0.897
1350280925.491,0.938
1350280926.439,0.947
1350280927.375,0.937
1350280928.285,0.91
1350280929.231,0.945
1350280930.166,0.936
1350280931.116,0.95
1350280932.031,0.915
1350280932.897,0.865
1350280933.796,0.899
1350280934.69,0.894
1350280935.605,0.915
1350280936.487,0.883
1350280937.366,0.879
1350280938.291,0.925
1350280939.232,0.941
1350280940.163,0.931
1350280941.063,0.899
1350280941.906,0.844
1350280942.806,0.899
1350280943.717,0.911
1350280944.62,0.903
1350280945.499,0.879
1350280946.347,0.848
1350280947.266,0.919
1350280948.21,0.944
1350280949.159,0.949
1350280950.085,0.926
1350280950.993,0.908
1350280951.956,0.963
1350280952.934,0.978
1350280953.879,0.945
1350280954.789,0.91
1350280955.673,0.884
1350280956.59,0.917
1350280957.525,0.936
1350280958.44,0.914
1350280959.311,0.871
1350280960.142,0.831
1350280961.003,0.861
1350280961.893,0.89
1350280962.785,0.893
1350280963.668,0.883
1350280964.555,0.887
1350280965.446,0.892
1350280966.355,0.908
1350280967.252,0.897
1350280968.124,0.872
1350280969.025,0.901
1350280969.962,0.937
1350280970.885,0.923
1350280971.81,0.925
1350280972.706,0.896
1350280973.591,0.885
1350280974.519,0.928
1350280975.474,0.955
1350280976.387,0.913
1350280977.259,0.872
1350280978.115,0.856
1350280979.01,0.895
1350280979.902,0.893
1350280980.798,0.896
1350280981.683,0.885
1350280982.544,0.861
1350280983.459,0.915
1350280984.377,0.918
1350280985.31,0.933
1350280986.217,0.907
1350280987.112,0.896
1350280988.009,0.896
1350280988.931,0.922
1350280989.856,0.925
1350280990.739,0.884
1350280991.6,0.86
1350280992.489,0.89
1350280993.393,0.903
1350280994.307,0.914
1350280995.199,0.893
1350280996.078,0.879
1350280996.982,0.903
1350280997.947,0.966
1350280998.895,0.947
1350280999.771,0.876
1350281000.633,0.862
1350281001.559,0.926
1350281002.52,0.961
1350281003.467,0.947
1350281004.389,0.922
1350281005.289,0.9
1350281006.253,0.964
1350281007.218,0.965
1350281008.155,0.938
1350281009.067,0.912
1350281009.952,0.885
1350281010.83,0.878
1350281011.743,0.913
1350281012.664,0.921
1350281013.581,0.917
